District,Year,june,july,august,september,october,november,Yield
BULDHANA,2013,0.2,0.325,0.642,0.775,0.661,0.571,1.48
BULDHANA,2014,0.235,0.233,0.601,0.744,0.59,0.484,0.54
CHANDRAPUR,2006,0.3,0.384,0.576,0.711,0.655,0.545,1.22
CHANDRAPUR,2007,0.252,0.475,0.638,0.735,0.663,0.52,1.38
CHANDRAPUR,2008,0.239,0.443,0.607,0.713,0.664,0.524,0.66
CHANDRAPUR,2009,0.229,0.411,0.558,0.711,0.659,0.552,0.35
CHANDRAPUR,2010,0.306,0.364,0.601,0.715,0.675,0.619,1
CHANDRAPUR,2011,0.269,0.411,0.558,0.711,0.659,0.552,0.88
CHANDRAPUR,2012,0.248,0.382,0.568,0.706,0.677,0.589,1.02
CHANDRAPUR,2013,0.302,0.422,0.475,0.718,0.703,0.613,0.62
CHANDRAPUR,2014,0.271,0.382,0.583,0.715,0.714,0.623,0.51
DHULE,2006,0.229,0.318,0.545,0.632,0.593,0.458,0.87
DHULE,2007,0.255,0.423,0.582,0.662,0.592,0.453,1.48
DHULE,2008,0.223,0.273,0.506,0.627,0.547,0.416,0.73
DHULE,2009,0.218,0.312,0.521,0.619,0.529,0.485,0.93
DHULE,2010,0.229,0.348,0.554,0.645,0.564,0.545,2.23
DHULE,2011,0.251,0.312,0.521,0.619,0.529,0.485,1.61
DHULE,2012,0.232,0.266,0.584,0.667,0.591,0.432,1.61
DHULE,2013,0.266,0.365,0.597,0.662,0.645,0.521,1.35
DHULE,2014,0.25,0.241,0.564,0.648,0.563,0.484,1.29
GADCHIROLI,2006,0.396,0.425,0.534,0.694,0.675,0.577,1.24
GADCHIROLI,2007,0.321,0.497,0.595,0.709,0.68,0.543,1.08
GADCHIROLI,2008,0.319,0.518,0.565,0.708,0.682,0.55,0.74
GADCHIROLI,2009,0.28,0.444,0.529,0.703,0.698,0.592,0.36
GADCHIROLI,2010,0.372,0.437,0.599,0.717,0.696,0.614,0.92
GADCHIROLI,2011,0.338,0.444,0.529,0.702,0.697,0.592,1.22
GADCHIROLI,2012,0.291,0.457,0.544,0.714,0.702,0.589,1.21
GADCHIROLI,2013,0.377,0.425,0.469,0.733,0.713,0.615,0.73
GADCHIROLI,2014,0.335,0.421,0.592,0.716,0.735,0.624,0.68
GONDIYA,2006,0.379,0.375,0.554,0.764,0.712,0.539,0
GONDIYA,2007,0.305,0.467,0.66,0.802,0.704,0.506,0
GONDIYA,2008,0.302,0.52,0.576,0.779,0.719,0.547,0
GONDIYA,2009,0.276,0.394,0.592,0.787,0.718,0.556,0
GONDIYA,2010,0.387,0.484,0.653,0.775,0.738,0.548,0
GONDIYA,2011,0.34,0.394,0.592,0.787,0.718,0.555,0
GONDIYA,2012,0.323,0.488,0.599,0.777,0.719,0.53,0
GONDIYA,2013,0.365,0.455,0.497,0.799,0.749,0.574,0
GONDIYA,2014,0.34,0.424,0.634,0.778,0.77,0.586,0
HINGOLI,2006,0.274,0.377,0.672,0.684,0.602,0.528,0.87
HINGOLI,2007,0.283,0.599,0.721,0.75,0.58,0.517,1.78
HINGOLI,2008,0.231,0.31,0.625,0.752,0.611,0.49,0.59
HINGOLI,2009,0.218,0.377,0.552,0.761,0.614,0.564,0.9
HINGOLI,2010,0.246,0.372,0.639,0.706,0.609,0.618,1.6
HINGOLI,2011,0.283,0.377,0.552,0.761,0.614,0.564,1.39
HINGOLI,2012,0.242,0.328,0.662,0.783,0.654,0.584,1.9
HINGOLI,2013,0.24,0.29,0.586,0.742,0.649,0.58,1.09
HINGOLI,2014,0.276,0.322,0.579,0.747,0.622,0.483,0.28
JALGAON,2006,0.257,0.359,0.575,0.664,0.638,0.52,1.89
JALGAON,2007,0.286,0.469,0.639,0.734,0.633,0.517,1.83
JALGAON,2008,0.246,0.326,0.59,0.689,0.587,0.493,1.87
JALGAON,2009,0.242,0.36,0.548,0.68,0.599,0.586,2.19
JALGAON,2010,0.249,0.392,0.632,0.694,0.611,0.63,2.03
JALGAON,2011,0.282,0.36,0.548,0.68,0.599,0.586,2
JALGAON,2012,0.266,0.317,0.595,0.715,0.629,0.495,1.71
JALGAON,2013,0.258,0.351,0.624,0.706,0.668,0.587,1.77
JALGAON,2014,0.275,0.27,0.603,0.693,0.609,0.544,1.42
JALNA,2006,0.267,0.326,0.501,0.648,0.633,0.555,1.2
JALNA,2007,0.254,0.396,0.58,0.73,0.611,0.513,1.3
JALNA,2008,0.205,0.235,0.516,0.636,0.588,0.489,0.61
JALNA,2009,0.208,0.295,0.471,0.657,0.618,0.584,1.16
JALNA,2010,0.223,0.279,0.583,0.693,0.617,0.625,1.62
JALNA,2011,0.248,0.296,0.471,0.657,0.618,0.584,1.49
JALNA,2012,0.224,0.241,0.478,0.649,0.597,0.512,0.7
JALNA,2013,0.207,0.299,0.559,0.718,0.658,0.587,1.66
JALNA,2014,0.238,0.249,0.525,0.663,0.569,0.489,0.37
KOLHAPUR,2006,0.571,0.594,0.599,0.714,0.713,0.628,1.43
KOLHAPUR,2007,0.484,0.528,0.636,0.712,0.691,0.6,2.2
KOLHAPUR,2008,0.468,0.578,0.638,0.705,0.646,0.545,2.19
KOLHAPUR,2009,0.478,0.535,0.649,0.745,0.714,0.615,1.94
KOLHAPUR,2010,0.494,0.576,0.63,0.725,0.714,0.674,2.79
KOLHAPUR,2011,0.51,0.535,0.649,0.745,0.714,0.615,2.54
KOLHAPUR,2012,0.485,0.563,0.644,0.697,0.715,0.63,2.6
KOLHAPUR,2013,0.491,0.566,0.636,0.737,0.709,0.634,2.39
KOLHAPUR,2014,0.554,0.571,0.649,0.718,0.689,0.639,2.16
LATUR,2006,0.328,0.388,0.604,0.636,0.638,0.582,0.28
LATUR,2007,0.283,0.44,0.644,0.682,0.596,0.521,1.17
LATUR,2008,0.224,0.225,0.486,0.705,0.66,0.48,0.43
LATUR,2009,0.248,0.35,0.449,0.679,0.625,0.549,0.66
LATUR,2010,0.243,0.285,0.618,0.704,0.614,0.634,2.22
LATUR,2011,0.288,0.35,0.449,0.679,0.625,0.549,1.65
LATUR,2012,0.23,0.426,0.678,0.765,0.622,0.6,2.36
LATUR,2013,0.28,0.325,0.647,0.727,0.656,0.6,2.17
LATUR,2014,0.291,0.338,0.629,0.721,0.568,0.475,0.62
MUMBAI CITY,2006,0.505,0.49,0.49,0.574,0.546,0.591,0
MUMBAI CITY,2007,0.388,0.443,0.482,0.563,0.584,0.494,0
MUMBAI CITY,2008,0.477,0.205,0.305,0.525,0.494,0.561,0
MUMBAI CITY,2009,0.372,0.49,0.267,0.623,0.6,0.468,0
MUMBAI CITY,2010,0.406,0.334,0.433,0.55,0.481,0.594,0
MUMBAI CITY,2011,0.453,0.49,0.26,0.626,0.588,0.466,0
MUMBAI CITY,2012,0.297,0.391,0.462,0.505,0.61,0.543,0
MUMBAI CITY,2013,0.389,0.3,0.366,0.454,0.563,0.65,0
MUMBAI CITY,2014,0.475,0.299,0.415,0.421,0.527,0.56,0
NAGPUR,2006,0.304,0.332,0.641,0.743,0.638,0.538,1.32
NAGPUR,2007,0.259,0.51,0.695,0.763,0.633,0.517,1.37
NAGPUR,2008,0.235,0.526,0.664,0.749,0.626,0.496,0.85
NAGPUR,2009,0.219,0.379,0.644,0.741,0.662,0.556,0.77
NAGPUR,2010,0.298,0.462,0.631,0.716,0.659,0.577,1.18
NAGPUR,2011,0.275,0.38,0.645,0.74,0.662,0.556,0.65
NAGPUR,2012,0.259,0.35,0.6,0.716,0.656,0.578,1.01
NAGPUR,2013,0.294,0.4,0.515,0.714,0.686,0.588,0.43
NAGPUR,2014,0.281,0.343,0.6,0.705,0.684,0.599,0.36
NANDED,2006,0.309,0.361,0.639,0.668,0.634,0.551,0.7
NANDED,2007,0.307,0.504,0.705,0.711,0.59,0.525,1.08
NANDED,2008,0.242,0.337,0.631,0.729,0.668,0.525,0.8
NANDED,2009,0.232,0.378,0.546,0.763,0.672,0.563,0.46
NANDED,2010,0.251,0.347,0.675,0.749,0.646,0.674,1.48
NANDED,2011,0.303,0.378,0.546,0.763,0.672,0.563,1.28
NANDED,2012,0.247,0.431,0.642,0.763,0.664,0.613,1.53
NANDED,2013,0.291,0.397,0.625,0.736,0.697,0.634,1.29
NANDED,2014,0.288,0.366,0.597,0.764,0.66,0.511,0.29
NANDURBAR,2006,0.293,0.366,0.531,0.666,0.599,0.499,0.92
NANDURBAR,2007,0.29,0.441,0.618,0.69,0.63,0.507,1.38
NANDURBAR,2008,0.249,0.38,0.596,0.692,0.604,0.465,1.27
NANDURBAR,2009,0.245,0.285,0.6,0.682,0.592,0.528,1.33
NANDURBAR,2010,0.26,0.411,0.607,0.69,0.637,0.591,1.62
NANDURBAR,2011,0.3,0.285,0.6,0.682,0.592,0.528,1.78
NANDURBAR,2012,0.27,0.285,0.622,0.739,0.653,0.49,2.02
NANDURBAR,2013,0.304,0.42,0.612,0.715,0.682,0.568,1.19
NANDURBAR,2014,0.306,0.283,0.64,0.701,0.61,0.507,0.97
NASIK,2006,0.288,0.386,0.538,0.654,0.582,0.48,1.5
NASIK,2007,0.332,0.477,0.589,0.642,0.553,0.457,1.52
NASIK,2008,0.257,0.293,0.469,0.625,0.573,0.437,1.29
NASIK,2009,0.27,0.328,0.532,0.649,0.538,0.453,1.19
NASIK,2010,0.301,0.416,0.601,0.65,0.567,0.528,1.42
NASIK,2011,0.291,0.328,0.532,0.649,0.539,0.453,1.39
NASIK,2012,0.269,0.328,0.548,0.667,0.6,0.438,1.56
NASIK,2013,0.296,0.378,0.624,0.673,0.589,0.487,1.58
NASIK,2014,0.299,0.294,0.518,0.662,0.574,0.463,1.42
OSMANABAD,2006,0.356,0.388,0.51,0.569,0.608,0.581,0.6
OSMANABAD,2007,0.295,0.376,0.512,0.605,0.554,0.474,1.31
OSMANABAD,2008,0.23,0.217,0.412,0.551,0.519,0.459,0.27
OSMANABAD,2009,0.252,0.344,0.412,0.597,0.593,0.536,0.49
OSMANABAD,2010,0.281,0.305,0.527,0.612,0.589,0.581,1.71
OSMANABAD,2011,0.298,0.344,0.412,0.597,0.593,0.536,1.51
OSMANABAD,2012,0.231,0.298,0.5,0.599,0.573,0.507,0.91
OSMANABAD,2013,0.235,0.321,0.578,0.641,0.584,0.529,2.03
OSMANABAD,2014,0.269,0.311,0.495,0.647,0.503,0.472,0.49
PALGHAR,2006,0.516,0.526,0.586,0.726,0.686,0.531,0
PALGHAR,2007,0.363,0.571,0.658,0.75,0.702,0.555,0
PALGHAR,2008,0.321,0.539,0.601,0.75,0.665,0.502,0
PALGHAR,2009,0.313,0.438,0.601,0.776,0.707,0.567,0
PALGHAR,2010,0.382,0.508,0.609,0.771,0.716,0.616,0
PALGHAR,2011,0.383,0.438,0.601,0.776,0.707,0.567,0
PALGHAR,2012,0.355,0.524,0.631,0.756,0.715,0.556,0
PALGHAR,2013,0.341,0.483,0.621,0.791,0.724,0.603,0
PALGHAR,2014,0.364,0.489,0.654,0.78,0.655,0.52,0
PARBHANI,2006,0.29,0.328,0.553,0.644,0.625,0.57,1.17
PARBHANI,2007,0.284,0.406,0.615,0.719,0.625,0.545,1.4
PARBHANI,2008,0.231,0.295,0.615,0.71,0.632,0.529,0.87
PARBHANI,2009,0.239,0.342,0.453,0.7,0.641,0.603,0.79
PARBHANI,2010,0.252,0.319,0.606,0.716,0.626,0.651,1.53
PARBHANI,2011,0.285,0.342,0.453,0.7,0.64,0.603,1.19
PARBHANI,2012,0.242,0.363,0.673,0.766,0.666,0.605,1.38
PARBHANI,2013,0.241,0.282,0.57,0.719,0.673,0.589,1.26
PARBHANI,2014,0.277,0.336,0.528,0.714,0.636,0.487,0.32
PUNE,2006,0.395,0.482,0.513,0.607,0.597,0.528,1.89
PUNE,2007,0.366,0.477,0.54,0.609,0.549,0.469,1.73
PUNE,2008,0.296,0.348,0.468,0.563,0.539,0.459,1.54
PUNE,2009,0.327,0.459,0.506,0.616,0.586,0.506,1.42
PUNE,2010,0.364,0.426,0.531,0.63,0.596,0.571,2
PUNE,2011,0.357,0.459,0.506,0.616,0.586,0.506,2.1
PUNE,2012,0.319,0.351,0.451,0.554,0.584,0.505,1.93
PUNE,2013,0.33,0.391,0.571,0.601,0.584,0.491,3.88
PUNE,2014,0.384,0.377,0.503,0.603,0.555,0.509,1.65
RAIGARH,2006,0.51,0.51,0.569,0.752,0.685,0.556,0
RAIGARH,2007,0.374,0.511,0.615,0.713,0.677,0.548,0
RAIGARH,2008,0.326,0.477,0.644,0.737,0.647,0.491,0
RAIGARH,2009,0.324,0.464,0.563,0.78,0.715,0.562,0
RAIGARH,2010,0.36,0.466,0.592,0.758,0.711,0.599,0
RAIGARH,2011,0.363,0.464,0.563,0.78,0.715,0.562,0
RAIGARH,2012,0.36,0.529,0.628,0.744,0.725,0.539,0
RAIGARH,2013,0.351,0.419,0.598,0.755,0.71,0.588,0
RAIGARH,2014,0.364,0.47,0.646,0.762,0.679,0.519,0
RATNAGIRI,2006,0.579,0.568,0.599,0.778,0.753,0.625,0
RATNAGIRI,2007,0.46,0.548,0.629,0.728,0.735,0.622,0
RATNAGIRI,2008,0.433,0.526,0.656,0.719,0.668,0.548,0
RATNAGIRI,2009,0.448,0.517,0.608,0.788,0.742,0.616,0
RATNAGIRI,2010,0.462,0.511,0.581,0.773,0.747,0.649,0
RATNAGIRI,2011,0.455,0.517,0.608,0.788,0.742,0.616,0
RATNAGIRI,2012,0.451,0.537,0.654,0.728,0.753,0.579,0
RATNAGIRI,2013,0.481,0.498,0.601,0.744,0.752,0.649,0
RATNAGIRI,2014,0.505,0.595,0.628,0.781,0.722,0.607,0
SANGLI,2006,0.376,0.442,0.459,0.51,0.547,0.494,1.48
SANGLI,2007,0.319,0.386,0.488,0.567,0.502,0.427,2.15
SANGLI,2008,0.279,0.3,0.391,0.503,0.477,0.443,2.15
SANGLI,2009,0.321,0.375,0.453,0.564,0.529,0.482,1.52
SANGLI,2010,0.326,0.394,0.499,0.582,0.543,0.543,2.09
SANGLI,2011,0.341,0.374,0.452,0.564,0.529,0.482,1.67
SANGLI,2012,0.278,0.324,0.383,0.414,0.487,0.484,1.6
SANGLI,2013,0.311,0.36,0.511,0.559,0.535,0.479,2.07
SANGLI,2014,0.36,0.411,0.531,0.57,0.523,0.515,1.3
SATARA,2006,0.392,0.479,0.508,0.588,0.588,0.506,1.08
SATARA,2007,0.355,0.41,0.533,0.6,0.534,0.436,1.76
SATARA,2008,0.292,0.332,0.479,0.577,0.515,0.447,2.15
SATARA,2009,0.327,0.414,0.515,0.609,0.566,0.481,2
SATARA,2010,0.352,0.399,0.551,0.628,0.571,0.555,1.63
SATARA,2011,0.354,0.415,0.516,0.61,0.566,0.481,1.63
SATARA,2012,0.293,0.33,0.413,0.513,0.558,0.49,1.79
SATARA,2013,0.313,0.379,0.561,0.6,0.565,0.482,2.05
SATARA,2014,0.376,0.411,0.532,0.601,0.557,0.508,1.7
SINDHUDURG,2006,0.565,0.593,0.634,0.759,0.748,0.642,0
SINDHUDURG,2007,0.444,0.578,0.584,0.688,0.724,0.654,0
SINDHUDURG,2008,0.488,0.517,0.655,0.706,0.662,0.565,0
SINDHUDURG,2009,0.474,0.504,0.633,0.756,0.729,0.626,0
SINDHUDURG,2010,0.511,0.491,0.61,0.75,0.745,0.658,0
SINDHUDURG,2011,0.47,0.504,0.633,0.756,0.729,0.625,0
SINDHUDURG,2012,0.425,0.533,0.627,0.732,0.732,0.603,0
SINDHUDURG,2013,0.446,0.522,0.596,0.732,0.746,0.634,0
SINDHUDURG,2014,0.514,0.569,0.618,0.769,0.756,0.633,0
SOLAPUR,2006,0.378,0.391,0.446,0.497,0.548,0.537,1.57
SOLAPUR,2007,0.328,0.392,0.448,0.557,0.499,0.448,1.39
SOLAPUR,2008,0.262,0.243,0.403,0.509,0.486,0.466,0.92
SOLAPUR,2009,0.311,0.391,0.394,0.542,0.529,0.504,0.88
SOLAPUR,2010,0.333,0.355,0.53,0.602,0.563,0.563,1.23
SOLAPUR,2011,0.322,0.391,0.395,0.543,0.529,0.504,2.39
SOLAPUR,2012,0.287,0.325,0.387,0.46,0.522,0.499,2.09
SOLAPUR,2013,0.251,0.323,0.484,0.551,0.55,0.5,1.8
SOLAPUR,2014,0.339,0.375,0.455,0.559,0.511,0.513,1.17
SUBURBAN MUMBAI,2006,0.506,0.443,0.392,0.604,0.593,0.546,0
SUBURBAN MUMBAI,2007,0.473,0.481,0.551,0.554,0.615,0.597,0
SUBURBAN MUMBAI,2008,0.444,0.4,0.479,0.579,0.568,0.542,0
SUBURBAN MUMBAI,2009,0.417,0.517,0.399,0.6,0.603,0.586,0
SUBURBAN MUMBAI,2010,0.4,0.36,0.506,0.661,0.646,0.658,0
SUBURBAN MUMBAI,2011,0.478,0.517,0.4,0.601,0.604,0.587,0
SUBURBAN MUMBAI,2012,0.404,0.433,0.528,0.629,0.661,0.6,0
SUBURBAN MUMBAI,2013,0.431,0.379,0.444,0.557,0.642,0.608,0
SUBURBAN MUMBAI,2014,0.463,0.465,0.475,0.614,0.63,0.593,0
THANE,2006,0.516,0.512,0.617,0.749,0.672,0.512,0
THANE,2007,0.356,0.558,0.626,0.71,0.678,0.506,0
THANE,2008,0.306,0.495,0.616,0.699,0.663,0.458,0
THANE,2009,0.283,0.447,0.61,0.761,0.703,0.525,0
THANE,2010,0.339,0.475,0.599,0.756,0.707,0.577,0
THANE,2011,0.356,0.447,0.61,0.761,0.703,0.525,0
THANE,2012,0.345,0.497,0.644,0.753,0.703,0.508,0
THANE,2013,0.307,0.429,0.631,0.749,0.698,0.536,0
THANE,2014,0.329,0.441,0.611,0.76,0.643,0.473,0
WARDHA,2006,0.272,0.355,0.668,0.764,0.65,0.572,1.21
WARDHA,2007,0.237,0.533,0.698,0.778,0.618,0.543,1.33
WARDHA,2008,0.219,0.358,0.617,0.745,0.644,0.503,0.58
WARDHA,2009,0.201,0.391,0.637,0.764,0.653,0.535,0.58
WARDHA,2010,0.269,0.368,0.63,0.708,0.661,0.657,1.1
WARDHA,2011,0.253,0.391,0.637,0.764,0.653,0.535,0.87
WARDHA,2012,0.237,0.377,0.674,0.746,0.67,0.622,1.07
WARDHA,2013,0.237,0.411,0.552,0.732,0.699,0.637,0.66
WARDHA,2014,0.24,0.31,0.575,0.707,0.689,0.62,0.44
WASHIM,2006,0.23,0.362,0.71,0.718,0.588,0.538,1.23
WASHIM,2007,0.237,0.584,0.721,0.741,0.569,0.504,1.61
WASHIM,2008,0.204,0.357,0.751,0.787,0.583,0.475,0.34
WASHIM,2009,0.186,0.359,0.597,0.788,0.599,0.552,0.36
WASHIM,2010,0.26,0.441,0.672,0.734,0.604,0.613,1.43
WASHIM,2011,0.228,0.359,0.597,0.788,0.599,0.552,1.33
WASHIM,2012,0.224,0.35,0.686,0.762,0.621,0.553,1.69
WASHIM,2013,0.208,0.344,0.602,0.763,0.645,0.553,0.84
WASHIM,2014,0.23,0.255,0.669,0.764,0.581,0.472,0.41
YAVATMAL,2006,0.267,0.382,0.628,0.711,0.667,0.58,1.09
YAVATMAL,2007,0.248,0.57,0.668,0.772,0.649,0.548,1.25
YAVATMAL,2008,0.224,0.388,0.651,0.741,0.68,0.524,0.33
YAVATMAL,2009,0.204,0.42,0.582,0.783,0.656,0.519,0.41
YAVATMAL,2010,0.249,0.401,0.637,0.731,0.674,0.683,1.38
YAVATMAL,2011,0.267,0.42,0.582,0.783,0.656,0.519,1.35
YAVATMAL,2012,0.231,0.394,0.601,0.75,0.684,0.62,1.64
YAVATMAL,2013,0.258,0.4,0.542,0.754,0.72,0.651,0.55
YAVATMAL,2014,0.255,0.348,0.607,0.744,0.682,0.576,0.32
