District,Year,june,july,august,september,october,november,Yield
PANIPAT,2013,0.257,0.311,0.69,0.699,0.687,0.326,2.56
PANIPAT,2014,0.249,0.309,0.667,0.738,0.571,0.331,2.44
REWARI,2006,0.181,0.302,0.51,0.444,0.288,0.276,3.81
REWARI,2007,0.187,0.36,0.622,0.458,0.303,0.262,3.66
REWARI,2008,0.298,0.481,0.558,0.403,0.27,0.364,2.42
REWARI,2009,0.187,0.336,0.538,0.506,0.293,0.3,2.41
REWARI,2010,0.184,0.398,0.548,0.555,0.307,0.347,2.91
REWARI,2011,0.223,0.336,0.539,0.506,0.293,0.3,2.73
REWARI,2012,0.178,0.226,0.386,0.56,0.396,0.337,3.49
REWARI,2013,0.216,0.461,0.612,0.556,0.35,0.309,3.5
REWARI,2014,0.214,0.346,0.59,0.484,0.291,0.362,3
ROHTAK,2006,0.218,0.391,0.543,0.543,0.446,0.299,1.83
ROHTAK,2007,0.278,0.435,0.561,0.549,0.44,0.279,2.24
ROHTAK,2008,0.277,0.476,0.544,0.548,0.453,0.329,1.25
ROHTAK,2009,0.187,0.296,0.497,0.562,0.467,0.287,1.43
ROHTAK,2010,0.197,0.436,0.594,0.64,0.514,0.344,1.5
ROHTAK,2011,0.223,0.296,0.497,0.563,0.467,0.287,2.14
ROHTAK,2012,0.187,0.27,0.467,0.634,0.559,0.352,1.51
ROHTAK,2013,0.246,0.353,0.662,0.618,0.603,0.354,1.95
ROHTAK,2014,0.203,0.288,0.506,0.616,0.513,0.317,2.24
SIRSA,2006,0.206,0.372,0.606,0.63,0.447,0.317,3.77
SIRSA,2007,0.204,0.388,0.631,0.663,0.465,0.316,3.92
SIRSA,2008,0.172,0.382,0.674,0.68,0.44,0.305,3.41
SIRSA,2009,0.18,0.32,0.488,0.614,0.466,0.269,3.32
SIRSA,2010,0.18,0.283,0.603,0.685,0.581,0.377,3.18
SIRSA,2011,0.193,0.32,0.489,0.614,0.466,0.269,0.32
SIRSA,2012,0.163,0.299,0.608,0.786,0.584,0.355,3.53
SIRSA,2013,0.205,0.359,0.689,0.691,0.577,0.322,3.93
SIRSA,2014,0.175,0.39,0.627,0.684,0.509,0.299,3.65
SONIPAT,2006,0.253,0.412,0.6,0.605,0.509,0.3,2.62
SONIPAT,2007,0.313,0.422,0.56,0.625,0.497,0.269,2.69
SONIPAT,2008,0.295,0.444,0.632,0.626,0.523,0.3,2.01
SONIPAT,2009,0.214,0.375,0.571,0.655,0.544,0.279,2.43
SONIPAT,2010,0.224,0.389,0.629,0.678,0.556,0.304,2.15
SONIPAT,2011,0.241,0.375,0.571,0.655,0.544,0.279,2.42
SONIPAT,2012,0.204,0.284,0.521,0.68,0.601,0.321,2.44
SONIPAT,2013,0.268,0.357,0.67,0.64,0.642,0.344,2.48
SONIPAT,2014,0.227,0.354,0.575,0.658,0.519,0.304,2.53
YAMUNANAGAR,2006,0.368,0.569,0.74,0.751,0.616,0.547,3.59
YAMUNANAGAR,2007,0.424,0.58,0.746,0.724,0.586,0.496,3.83
YAMUNANAGAR,2008,0.411,0.552,0.703,0.693,0.478,0.563,3.09
YAMUNANAGAR,2009,0.3,0.555,0.736,0.764,0.608,0.474,3.63
YAMUNANAGAR,2010,0.317,0.559,0.783,0.747,0.561,0.469,3.27
YAMUNANAGAR,2011,0.427,0.555,0.737,0.765,0.608,0.507,3.69
YAMUNANAGAR,2012,0.324,0.5,0.756,0.772,0.628,0.473,3.95
YAMUNANAGAR,2013,0.416,0.604,0.781,0.724,0.625,0.556,3.68
YAMUNANAGAR,2014,0.354,0.555,0.748,0.774,0.572,0.56,3.8
AMBALA,2006,0.282,0.421,0.702,0.726,0.585,0.373,3.45
AMBALA,2007,0.32,0.468,0.711,0.702,0.561,0.365,3.69
AMBALA,2008,0.338,0.477,0.718,0.684,0.474,0.36,3.3
AMBALA,2009,0.252,0.427,0.72,0.744,0.605,0.359,3.72
AMBALA,2010,0.258,0.445,0.778,0.752,0.605,0.367,3.44
AMBALA,2011,0.332,0.426,0.719,0.743,0.605,0.359,3.9
AMBALA,2012,0.248,0.388,0.669,0.762,0.628,0.406,4.15
AMBALA,2013,0.336,0.547,0.799,0.724,0.565,0.398,3.9
AMBALA,2014,0.28,0.466,0.722,0.753,0.524,0.405,3.63
