District,Year,june,july,august,september,october,november,Yield
Pratapgarh,2014,0.297,0.403,0.619,0.668,0.61,0.429,2.26
Pratapgarh,2015,0.3,0.458,0.654,0.671,0.575,0.369,1.8
Pratapgarh,2016,0.31,0.406,0.676,0.753,0.625,0.443,2.19
Pratapgarh,2017,0.299,0.405,0.72,0.751,0.616,0.425,2.36
Pratapgarh,2018,0.3,0.398,0.587,0.769,0.611,0.438,2.57
Pratapgarh,2019,0.289,0.39,0.582,0.741,0.733,0.497,2.56
Rae Bareli,2006,0.293,0.369,0.575,0.622,0.515,0.406,1.82
Rae Bareli,2007,0.305,0.362,0.566,0.642,0.555,0.403,2.12
Rae Bareli,2008,0.315,0.466,0.575,0.61,0.515,0.425,2.24
Rae Bareli,2009,0.278,0.347,0.587,0.657,0.541,0.439,2.19
Rae Bareli,2010,0.277,0.447,0.548,0.665,0.561,0.456,2.14
Rae Bareli,2011,0.278,0.347,0.587,0.657,0.541,0.439,2.27
Rae Bareli,2012,0.254,0.358,0.609,0.699,0.571,0.418,2.42
Rae Bareli,2013,0.355,0.456,0.623,0.665,0.626,0.453,2.45
Rae Bareli,2014,0.292,0.37,0.584,0.644,0.597,0.428,2.36
Rae Bareli,2015,0.292,0.394,0.648,0.626,0.538,0.373,2.13
Rae Bareli,2016,0.336,0.401,0.659,0.696,0.589,0.436,2.41
Rae Bareli,2017,0.303,0.425,0.647,0.732,0.638,0.415,2.45
Rae Bareli,2018,0.301,0.379,0.524,0.704,0.575,0.448,2.47
Rae Bareli,2019,0.299,0.404,0.573,0.716,0.711,0.459,2.59
Rampur,2006,0.487,0.429,0.68,0.738,0.627,0.416,2.11
Rampur,2007,0.532,0.497,0.61,0.731,0.609,0.435,2.25
Rampur,2008,0.476,0.502,0.656,0.66,0.525,0.394,1.96
Rampur,2009,0.355,0.419,0.687,0.763,0.591,0.405,2.25
Rampur,2010,0.385,0.505,0.647,0.746,0.503,0.395,1.9
Rampur,2011,0.507,0.42,0.687,0.763,0.591,0.405,2.18
Rampur,2012,0.412,0.383,0.671,0.77,0.587,0.419,2.27
Rampur,2013,0.61,0.57,0.705,0.732,0.691,0.427,2.24
Rampur,2014,0.415,0.455,0.671,0.727,0.555,0.383,2.26
Rampur,2015,0.402,0.586,0.77,0.727,0.553,0.414,2.26
Rampur,2016,0.412,0.534,0.738,0.748,0.51,0.433,2.44
Rampur,2017,0.411,0.526,0.706,0.783,0.591,0.437,2.37
Rampur,2018,0.397,0.457,0.704,0.707,0.59,0.433,2.74
Rampur,2019,0.444,0.555,0.646,0.817,0.612,0.469,2.88
Saharanpur,2006,0.451,0.658,0.74,0.72,0.63,0.519,2.26
Saharanpur,2007,0.439,0.636,0.755,0.698,0.575,0.49,2.29
Saharanpur,2008,0.508,0.625,0.702,0.664,0.53,0.471,2.23
Saharanpur,2009,0.379,0.592,0.706,0.753,0.628,0.458,2.28
Saharanpur,2010,0.403,0.614,0.709,0.727,0.597,0.479,2.19
Saharanpur,2011,0.512,0.592,0.705,0.753,0.628,0.457,2.29
Saharanpur,2012,0.395,0.554,0.72,0.73,0.627,0.516,2.62
Saharanpur,2013,0.527,0.666,0.745,0.686,0.664,0.515,2.45
Saharanpur,2014,0.435,0.604,0.708,0.735,0.624,0.48,2.49
Saharanpur,2015,0.434,0.683,0.741,0.7,0.635,0.496,2.28
Saharanpur,2016,0.495,0.666,0.748,0.73,0.599,0.506,2.47
Saharanpur,2017,0.513,0.688,0.747,0.737,0.642,0.489,2.67
Saharanpur,2018,0.534,0.634,0.721,0.726,0.633,0.508,2.52
Saharanpur,2019,0.502,0.661,0.715,0.79,0.667,0.539,2.7
Sant Kabir Nagar,2006,0.306,0.377,0.635,0.705,0.636,0.377,1.41
Sant Kabir Nagar,2007,0.289,0.317,0.532,0.687,0.627,0.395,1.88
Sant Kabir Nagar,2008,0.287,0.319,0.556,0.642,0.56,0.377,1.94
Sant Kabir Nagar,2009,0.275,0.398,0.682,0.739,0.611,0.39,1.93
Sant Kabir Nagar,2010,0.225,0.38,0.554,0.687,0.658,0.479,1.93
Sant Kabir Nagar,2011,0.315,0.398,0.682,0.739,0.611,0.39,2.1
Sant Kabir Nagar,2012,0.23,0.305,0.628,0.732,0.642,0.412,2.28
Sant Kabir Nagar,2013,0.287,0.329,0.661,0.717,0.657,0.413,2.31
Sant Kabir Nagar,2014,0.262,0.371,0.64,0.716,0.649,0.425,1.79
Sant Kabir Nagar,2015,0.27,0.484,0.566,0.697,0.615,0.395,1.75
Sant Kabir Nagar,2016,0.302,0.38,0.713,0.737,0.635,0.409,2.07
Sant Kabir Nagar,2017,0.307,0.41,0.683,0.771,0.636,0.412,2.11
Sant Kabir Nagar,2018,0.274,0.368,0.612,0.776,0.606,0.384,2.21
Sant Kabir Nagar,2019,0.247,0.316,0.491,0.773,0.734,0.46,3.14
Sant Ravidas Nagar,2006,0.264,0.335,0.562,0.664,0.62,0.417,1.57
Sant Ravidas Nagar,2007,0.272,0.339,0.584,0.69,0.651,0.432,1.67
Sant Ravidas Nagar,2008,0.229,0.402,0.572,0.623,0.547,0.39,1.99
Sant Ravidas Nagar,2009,0.222,0.381,0.591,0.686,0.6,0.429,1.94
Sant Ravidas Nagar,2010,0.221,0.379,0.563,0.688,0.652,0.5,2.03
Sant Ravidas Nagar,2011,0.226,0.381,0.591,0.686,0.6,0.429,2.43
Sant Ravidas Nagar,2012,0.219,0.319,0.601,0.739,0.624,0.469,2.55
Sant Ravidas Nagar,2013,0.257,0.412,0.655,0.699,0.625,0.516,2.56
Sant Ravidas Nagar,2014,0.269,0.318,0.579,0.677,0.639,0.449,2.21
Sant Ravidas Nagar,2015,0.262,0.44,0.567,0.658,0.567,0.384,2.08
Sant Ravidas Nagar,2016,0.242,0.371,0.601,0.706,0.666,0.437,2.79
Sant Ravidas Nagar,2017,0.272,0.411,0.69,0.702,0.611,0.417,3.18
Sant Ravidas Nagar,2018,0.237,0.283,0.54,0.703,0.604,0.45,3.12
Sant Ravidas Nagar,2019,0.241,0.354,0.548,0.675,0.697,0.504,3.08
Shah Jahanpur,2006,0.408,0.436,0.665,0.708,0.554,0.382,2.24
Shah Jahanpur,2007,0.396,0.461,0.627,0.704,0.588,0.39,2.41
Shah Jahanpur,2008,0.377,0.436,0.642,0.696,0.538,0.368,2.25
Shah Jahanpur,2009,0.28,0.426,0.647,0.727,0.592,0.396,2.61
Shah Jahanpur,2010,0.308,0.449,0.557,0.69,0.585,0.392,2.04
Shah Jahanpur,2011,0.371,0.426,0.647,0.727,0.592,0.396,2.62
Shah Jahanpur,2012,0.313,0.445,0.673,0.765,0.656,0.432,2.69
Shah Jahanpur,2013,0.455,0.536,0.66,0.715,0.63,0.418,2.68
Shah Jahanpur,2014,0.334,0.391,0.655,0.726,0.592,0.363,2.81
Shah Jahanpur,2015,0.339,0.494,0.665,0.718,0.545,0.368,3.15
Shah Jahanpur,2016,0.355,0.45,0.734,0.751,0.528,0.401,2.97
Shah Jahanpur,2017,0.364,0.505,0.716,0.769,0.65,0.413,3.26
Shah Jahanpur,2018,0.333,0.441,0.697,0.732,0.644,0.419,3.11
shah Jahanpur,2019,0.371,0.539,0.627,0.798,0.67,0.468,3.54
Shrawasti,2006,0.316,0.412,0.594,0.691,0.589,0.411,1.44
Shrawasti,2007,0.355,0.375,0.564,0.668,0.626,0.409,1.87
Shrawasti,2008,0.363,0.439,0.631,0.719,0.593,0.395,2.29
Shrawasti,2009,0.352,0.376,0.624,0.739,0.6,0.425,2.15
Shrawasti,2010,0.255,0.446,0.564,0.712,0.652,0.438,1.91
Shrawasti,2011,0.384,0.376,0.624,0.739,0.599,0.425,1.86
Shrawasti,2012,0.265,0.374,0.584,0.73,0.619,0.458,2.23
Shrawasti,2013,0.434,0.476,0.683,0.756,0.687,0.415,2.06
Shrawasti,2014,0.31,0.413,0.619,0.723,0.647,0.407,2.17
Shrawasti,2015,0.301,0.461,0.631,0.722,0.618,0.449,1.95
Shrawasti,2016,0.365,0.461,0.716,0.734,0.634,0.407,2.61
Shrawasti,2017,0.355,0.469,0.631,0.773,0.647,0.445,2.57
Shrawasti,2018,0.348,0.428,0.676,0.803,0.612,0.422,2.54
Shrawasti,2019,0.35,0.437,0.531,0.779,0.703,0.477,2.43
Siddharth Nagar,2006,0.293,0.408,0.63,0.744,0.675,0.394,1.39
Siddharth Nagar,2007,0.293,0.299,0.588,0.73,0.66,0.417,2.09
Siddharth Nagar,2008,0.314,0.329,0.58,0.736,0.672,0.393,2.36
Siddharth Nagar,2009,0.265,0.404,0.617,0.762,0.676,0.438,2.11
Siddharth Nagar,2010,0.239,0.361,0.55,0.732,0.71,0.44,2.37
Siddharth Nagar,2011,0.297,0.405,0.617,0.762,0.676,0.439,2.56
Siddharth Nagar,2012,0.219,0.298,0.646,0.769,0.717,0.44,2.55
Siddharth Nagar,2013,0.274,0.321,0.714,0.767,0.71,0.386,2.74
Siddharth Nagar,2014,0.238,0.387,0.655,0.772,0.691,0.44,2.43
Siddharth Nagar,2015,0.28,0.45,0.626,0.763,0.655,0.472,2.26
Siddharth Nagar,2016,0.298,0.377,0.703,0.761,0.687,0.418,2.33
Siddharth Nagar,2017,0.285,0.403,0.599,0.769,0.67,0.407,2.59
Siddharth Nagar,2018,0.279,0.373,0.695,0.825,0.64,0.405,3.15
Siddharth Nagar,2019,0.248,0.292,0.503,0.81,0.798,0.474,2.86
Sitapur,2006,0.438,0.512,0.648,0.668,0.533,0.429,1.62
Sitapur,2007,0.444,0.483,0.607,0.679,0.599,0.433,1.75
Sitapur,2008,0.393,0.51,0.624,0.643,0.523,0.407,1.73
Sitapur,2009,0.322,0.468,0.651,0.713,0.601,0.429,1.85
Sitapur,2010,0.361,0.507,0.583,0.689,0.599,0.459,1.98
Sitapur,2011,0.419,0.468,0.651,0.713,0.601,0.429,2.22
Sitapur,2012,0.334,0.45,0.635,0.714,0.619,0.439,2.4
Sitapur,2013,0.492,0.547,0.636,0.702,0.652,0.45,2.44
Sitapur,2014,0.345,0.494,0.64,0.693,0.639,0.452,2.33
Sitapur,2015,0.345,0.558,0.679,0.711,0.622,0.468,2.16
Sitapur,2016,0.391,0.442,0.695,0.737,0.626,0.457,2.33
Sitapur,2017,0.428,0.58,0.683,0.776,0.66,0.473,2.34
Sitapur,2018,0.394,0.554,0.673,0.722,0.641,0.468,2.47
sitapur,2019,0.406,0.556,0.63,0.763,0.712,0.521,2.93
Sonbhadra,2006,0.286,0.42,0.574,0.668,0.596,0.47,1.47
Sonbhadra,2007,0.253,0.353,0.569,0.653,0.6,0.488,1.03
Sonbhadra,2008,0.309,0.469,0.592,0.662,0.571,0.43,1.38
Sonbhadra,2009,0.221,0.42,0.554,0.639,0.579,0.486,1.24
Sonbhadra,2010,0.225,0.422,0.59,0.673,0.617,0.52,1.53
Sonbhadra,2011,0.255,0.42,0.554,0.639,0.579,0.486,2.04
Sonbhadra,2012,0.233,0.336,0.545,0.723,0.641,0.511,2.08
Sonbhadra,2013,0.321,0.468,0.612,0.706,0.704,0.579,2.16
Sonbhadra,2014,0.292,0.415,0.537,0.697,0.673,0.492,1.78
Sonbhadra,2015,0.27,0.444,0.6,0.679,0.611,0.474,1.49
Sonbhadra,2016,0.238,0.422,0.518,0.716,0.719,0.52,2.6
Sonbhadra,2017,0.276,0.427,0.653,0.74,0.665,0.521,2.72
Sonbhadra,2018,0.275,0.38,0.575,0.729,0.65,0.498,2.88
Sonbhadra,2019,0.267,0.409,0.52,0.753,0.756,0.62,2.91
Sultanpur,2006,0.347,0.406,0.64,0.655,0.592,0.419,1.79
Sultanpur,2007,0.36,0.369,0.651,0.692,0.647,0.438,2.05
Sultanpur,2008,0.304,0.408,0.573,0.658,0.561,0.406,2.19
Sultanpur,2009,0.286,0.376,0.639,0.753,0.642,0.459,2.27
Sultanpur,2010,0.287,0.41,0.609,0.706,0.639,0.491,2.41
Sultanpur,2011,0.285,0.376,0.639,0.753,0.642,0.459,2.43
Sultanpur,2012,0.254,0.345,0.633,0.727,0.625,0.443,2.51
Sultanpur,2013,0.355,0.464,0.633,0.738,0.66,0.445,2.44
Sultanpur,2014,0.31,0.431,0.638,0.691,0.633,0.428,1.78
Sultanpur,2015,0.317,0.482,0.663,0.673,0.597,0.407,2.08
Sultanpur,2016,0.334,0.414,0.674,0.772,0.658,0.455,2.32
Sultanpur,2017,0.337,0.465,0.733,0.765,0.643,0.453,3.2
Sultanpur,2018,0.315,0.395,0.605,0.782,0.623,0.453,3.53
Sultanpur,2019,0.284,0.392,0.581,0.707,0.744,0.484,3.12
Unnao,2006,0.278,0.376,0.544,0.552,0.423,0.379,1.45
Unnao,2007,0.268,0.347,0.507,0.607,0.489,0.359,1.89
Unnao,2008,0.315,0.379,0.565,0.59,0.479,0.397,2.11
Unnao,2009,0.238,0.29,0.525,0.579,0.506,0.411,1.79
Unnao,2010,0.25,0.378,0.54,0.617,0.498,0.423,1.71
Unnao,2011,0.267,0.29,0.525,0.579,0.506,0.411,1.79
Unnao,2012,0.23,0.355,0.582,0.667,0.542,0.382,1.96
Unnao,2013,0.391,0.487,0.588,0.627,0.591,0.423,2.13
Unnao,2014,0.272,0.339,0.535,0.609,0.544,0.447,1.68
Unnao,2015,0.269,0.39,0.614,0.592,0.475,0.377,1.58
Unnao,2016,0.286,0.387,0.633,0.652,0.514,0.392,1.94
Unnao,2017,0.261,0.376,0.643,0.675,0.568,0.4,2.1
Unnao,2018,0.252,0.358,0.468,0.617,0.516,0.413,1.83
Unnao,2019,0.271,0.365,0.565,0.644,0.652,0.457,2.63
Varanasi,2006,0.291,0.36,0.617,0.668,0.608,0.41,1.57
Varanasi,2007,0.309,0.412,0.599,0.658,0.634,0.443,1.7
Varanasi,2008,0.244,0.45,0.594,0.633,0.523,0.378,2.15
Varanasi,2009,0.246,0.35,0.582,0.65,0.515,0.394,1.48
Varanasi,2010,0.233,0.401,0.576,0.664,0.58,0.454,2.02
Varanasi,2011,0.268,0.35,0.582,0.65,0.515,0.394,2.21
Varanasi,2012,0.242,0.382,0.604,0.68,0.578,0.434,2.43
Varanasi,2013,0.296,0.506,0.644,0.639,0.586,0.469,2.15
Varanasi,2014,0.287,0.378,0.58,0.672,0.613,0.431,2.32
Varanasi,2015,0.298,0.483,0.573,0.633,0.545,0.434,2.06
Varanasi,2016,0.288,0.369,0.573,0.655,0.646,0.381,2.45
Varanasi,2017,0.292,0.419,0.677,0.701,0.569,0.408,2.55
Varanasi,2018,0.265,0.38,0.593,0.701,0.585,0.417,2.53
Varanasi,2019,0.266,0.365,0.546,0.669,0.656,0.476,2.66
